Tags;Comment;Dataset
Servicio;Pruthvik™ USB to Parallel IEEE 1284 36 Pin Printer Adapter Cable PC (Connect Your Old Parallel Printer to a USB Port) USB to IEEE1284 Printer Cable General  4 feet long Connect a printer with Centronics Interface to a PC with USB interface  For Windows 98/2000/XP and Mac 8.6 Easy to Install  Cable and packaging color may vary  Today's computers don't come with parallel ports.  But they do have USB!  With this adapter cable you can still use your older printers with your newer computer.  Converts a printer's 36-pin parallel port for use with a USB port.  This cable adapter is only compatible with 36-pin parallel ports: be aware that there are multiple types of parallel ports, some with 25 pins, some with 36.  Please check your documentation or count the pins before you order!  Length of cable is approx. 3 Ft and 4 in.;Dataset_2024
Servicio;Cadyce CA-U36P USB to Parallel Bidirectional Cable (White) Cadyce USB to parallel IEEE-1284 36 pin printer cable is used to connect a printer to a USB port on a PC. Connects a desktop or laptop computer with on-board USB to a parallel interface printer. The USB interface provides a much faster data transfer rate than a standard parallel port, thereby reducing the time waiting for a print job to be sent to your printer. This cable adapter is only compatible with 36-pin parallel ports.;Dataset_2024
Servicio;USB to Parallel IEEE 1284 CN36 Printer Adapter Cable PC (Connect Your Old Parallel Printer to a USB Port) USB to IEEE1284 Printer Cable General  4 feet long Connect a printer with Centronics Interface to a PC with USB interface  For Windows 98/2000/XP and Mac 8.6 Easy to Install  Cable and packaging color may vary  Today's computers don't come with parallel ports.  But they do have USB!  With this adapter cable you can still use your older printers with your newer computer.  Converts a printer's 36-pin parallel port for use with a USB port.  This cable adapter is only compatible with 36-pin parallel ports: be aware that there are multiple types of parallel ports, some with 25 pins, some with 36.  Please check your documentation or count the pins before you order!  Length of cable is approx. 3 Ft and 4 in.;Dataset_2024
Servicio;Parallel Universe Nylon Braided Micro USB Cable 1.2 Meter Long Fast Charger and High Speed Data Transfer for iPhone5/6/7/8/9 - Red The ultra-compact Lightning cable is not only small enough to perfectly fit most device cases but it’s also strong enough to withstand repeated unplugging and storage.  Complete charge and sync compatibility  Works with all Apple devices with Lightning connection  Made for iPod, iPhone, iPad  8-pin Lightning adapter on one end, USB on the other  Copper wires promote maximum signal quality and strength  Braided nylon fiber cloth for protection, strength and flexibility Durable Nylon Fiber Cloth & Copper Wires The Parallel Universe Apple Nylon Braided Lightning to USB Cable features high-quality copper wires that maximize signal quality and increase durability. Instead of plastics or Polycarbonate, the cable uses a unique nylon fiber cloth for its protective cover. Wound tightly around the cord, the high-tensile nylon fiber cloth offers superior strength and a bit of flexibility. Even more, the braided nylon is waterproof and can handle daily stress, ensuring long-lasting performance. Compatible Devices  For complete charging and syncing, this cable works with Apple devices that have a Lightning port, including the Apple iPhone 6s, iPhone 6, iPhone 6s Plus, iPhone 6 Plus, iPhone 5C, iPhone 5S, iPhone 5, iPad Air / Air 2, iPad mini / mini 2 / mini 3, iPod nano (7th generation) and iPod touch (5th generation). It’s compatible with the latest iOS 9.;Dataset_2024
Servicio;Parallel Universe Fast Charging and High Speed Data Transfer Flat Micro USB Cable for Android Phones - Extra Long 5 Feet Wire -Yellow Colour:yellow   Original Parallel Universe Flat Tangle Free Data cable -  Best in class quality material used and backed with proper testing making sure the cable lasts really long! High Speed Sync and Charge – Active Action series cables has supports for 2.4 Amp fast charging and High speed Data transfer. Connect the cable with original charger for best experience.  Sporty colours in flat cable profile – To match your Active Lifestyle we have made them tension free (tangle free) and they come in sporty colours with metallic connector housing. Extra Long Length- Twice as large compared to ordinary cables. Parallel Universe Wires are made convenient to use by keeping their length 5 feet or 1.5 meters.  Material- Active Action flat cable is made up of high grade as well as thicker TPE material so that it withstands rough use and does not break. Supporting it, Connectors come in metal housing. Thus making sure that the cable is Extra durable. Thick TPE coating prevents power and data loss.;Dataset_2024
Servicio;Parallel Universe Micro USB to USB Type C Adapter (White);Dataset_2024
Servicio;Generic 15 Pin Male to Male VGA Cable 1.5 Meter Delivers Perfect Signal Transmission A handy add-on to enhance your media viewing experience, the 15 pin male to male VGA cable will serve its purpose with outright perfection. Compatible with PC monitors, TVs, LCDs, LEDs, the 1.5m cable supports screen sizes up to 72 inches. Built with high-quality materials, the male to male VGA cable provides superior signal transmission. Shielded with premium quality nickel from inside the cable, it offers distortion-free connectivity too. The adapter cable is resistant to rust and abrasion and offers hassle-free functionality for extended period of time.Robust, Rust- and Corrosion-resistant Design The 1.5 meter male to male VGA cable is wrapped in black PVC cable, which provides efficient insulation and also reduces the interference from other signals enabling you to enjoy superior performance at all times. This VGA monitor cable also accommodates three coaxial conductors for RGB signal to amplify image quality and colour. Additionally, the male to male VGA adapter cable is also RoHS certified. The simple and robust cable is a great choice for using at home, in classrooms or offices due to its quality components and enhanced design. Colour: Black Compatible with: Computer monitors, televisions, LEDs, LCDs Perfect signal transmission Zero distortion Rust- and corrosion-resistant Enhanced image quality and colours RoHS certified Cable Length: 1.5m;Dataset_2024
Servicio;1.5 Meters 3 RCA to 3 RCA Cable RGB | Gold Plated, Pure Copper |4 mm Thickness for Audio Video Equipments (1.5 Meters) Size name:1.5 meters   These cables are not Chinese, so beware of hi fi looking cheap Chinese cables who doesn't last long and also gives worst audio video quality. We use Connectors from renowned brands.This combination makes it a high quality cable at affordable price. We assemble this cable and sell it at genuine price to fulfill your requirement. Each and every cable is passed through different quality control test.Also we can create an item on your special request of length and requirement.;Dataset_2024
Servicio;Global Tech Accessories 1 to 4 Female Splitter RGB Extension Cable with 4 pin Connector for LED Strip (2 Pcs) Global Tech Accessories 1 to 4 Female Splitter RGB extension Cable with 4 pin connector for LED Strip (2 Pcs);Dataset_2024
Servicio;15 Meters 3 RCA to 3 RCA Cable RGB | Gold Plated, Pure Copper |4 mm Thickness for Audio Video Equipments (15 Meters) Size name:15 meters   These cables are not Chinese, so beware of hi fi looking cheap Chinese cables who doesn't last long and also gives worst audio video quality. We use Connectors from renowned brands.This combination makes it a high quality cable at affordable price. We assemble this cable and sell it at genuine price to fulfill your requirement. Each and every cable is passed through different quality control test.Also we can create an item on your special request of length and requirement.;Dataset_2024
Servicio;HDMI Male To DVI-D Male Dual Link Cable Gold Plated 1.5 Meter 24+1 Pin DVI-D 1.5M Size name:1.5 Meter   Dual Link Cable With the HDMI Male To DVI-D Male Dual Link Cable, you can connect your HDMI devices, such as, Xbox 360, DSTV HDPVR, PS3, Blu-ray player and more to your DVI-D display devices like monitors, projectors, TVs etc. with DVI-D input. Whatever you choose to do, gaming, movie watching, music listening or presentations, this HDMI Male To DVI-D Male Dual Link Cable supports up to 2560 x 1600 resolution/1600p to bring alive the details in your multimedia content. At the same time, you can utilize the HDMI Male To DVI-D Male Dual Link Cable to sync graphics card in your computers (with DVI-D output) with the HDMI port of HDMI display devices. The process will result into amazing gaming experience on your monitor, LCD/LCD/Plasma TV, projector etc. as these will get connected to the graphics coprocessor installed on your PC. Bi-Directional Applications The HDMI Male To DVI-D Male Dual Link Cable is a bi-directional cable that can transfer data from your HDMI devices to your DVI-D display devices or vice versa. The gold-plated connectors and the heavy-duty internal dual strain relief of this HDMI Male To DVI-D Male Dual Link Cable increase its durability and make it suitable for use in the long run.;Dataset_2024
Servicio;Terabyte 10024N VGA Cable (Multicolor) Terabyte VGA Cable Male To Male HD15 PIN 4.5 Feet or 1.5 Meter for Computer Monitor, Projector, PC, TV Cord - Black.;Dataset_2024
Servicio;Live Tech Advance 2750 DPI Sensor Vulcan Programmable RGB Gaming Mouse for PC/Laptop/Desktop;Dataset_2024
Servicio;Ultima Cords & Cables, TMVGA Male to Male Video Monitor Cable Compatible for Projectors, HDTVs, Displays (White and Grey) b>ULTIMAVGA Cable, VGA Male to Male Video Monitor Cable Compatible for Projectors, HDTVs, Displays (1 year warranty) b>:ULTIMA b>Cable Length : 1.5Meter - 150cm - 4.5Foot b>About ULTIMA Cable : xperience a reliable, connection. The cable links any VGA-equipped desktop or laptop computer to a computer monitor, display or projector with a 15-pin VGA port. b>Smart Solution for Home and Business Desktop : his Preminum HD15 male to male coaxial cable allows you to connect your projectors, Displays, TVs, monitors with VGA interface to your Laoptop or PC for good videos or photos b>Signal :28AWG bare copper conductors(no copper clad steel) Triple shielding and ferrite core protect against EMI/RFI interference Molded strain relief connectors increase the strength of the cable PVC Outer Jacket for Durability and Interference Protection 3 RGB + 9 Wires for excellent picture b>Broadly Compatible with PCs and Macs.;Dataset_2024
Servicio;"XERGY eTopxizu Flexible RGB LED Strip Light with 5V USB Cable and Mini Controller for Background Lighting (Blue, Size 3.28 ft,5050) /Product features: colour changeable, flash. Staying on one colour(red,green,blue,white) with mini controller -LED strip:1 meter (3.28 Feet) with 30 pcs LEDs -USB cable (the black cable) is 1 meter/3.28 Feet -with 3 button mini controller for flash regulation,for colour changing,for speed controll. Easy and smart -driven by device with output 5v USB port,such at your computer/ desktop / laptop /tablet /car cigar lighter. Super bright smd5050 RGB colour changable LED, high intensity and reliability -waterproof flexible LED strip -perfect lighting and decoration solution for reading motor,cabinet,cupboard,corner and reading,camping,fishing. You can also use your phone charger/adapter (5v) to supply power -self-adhesive back with double side adhesive tape mini controller 3mode: mode key: 20 dynamic modes; such as flash, waterfall, chasing, spark bright and dull exchanging knight colour key: 20static colors; such as red. Blue, green, whitespeed/brightness key: 5 level speed adjustable for dynamic modes and 5level brightness adjustable for static colors. Pressing for 3 second for power on/off. This mini controller is very easy to use, just press related key and choose the mode/ speed / brightness you need. Package included: 1x 100cm LED strip light 1x 100cm USB cable with mini controller.";Dataset_2024
Servicio;Monoprice 0.5m 30AWG Internal Mini SAS 36pin (SFF-8087) Male w/ Latch to SATA 7pin Female (x4) Forward Breakout Cable - Black Serial Attached SCSI (SAS) is a high-speed data storage interface designed for high-throughput and fast data access. Intended primarily for data storage centers the SAS interface is backwards compatible with SATA. This allows the user to mix more expensive lower-capacity SAS drives for applications that require faster data access and higher reliability with lower-cost higher-capacity SATA drives for applications with lower access speed requirements. Monoprice carries a full line of quality SAS cables with connectors for every possible application both internal and external. This 1/2 meter long cable uses 30 AWG wires and is intended for internal use. It has a single 36-pin SFF-8087 male Mini-SAS plug (with locking latch) on one end and has four 7-pin SATA female plugs (with locking latches) on the other allowing you to connect four SATA drives to an SAS controller. This is a Forward Breakout cable meaning that it is intended to connect to a host/controller on the SAS end and to drives on the SATA end. Guide to SAS Connectors Type # of Pins Environment SFF-8087 36 Internal SFF-8088 26 External SFF-8482 29 SFF-8484 32 SFF-8470 34 External (also sometimes internal);Dataset_2024
Servicio;CableCreation Mini SAS 36Pin (SFF-8087) Male to 4 SATA 7Pin female Cable, Mini SAS Host/Controller to 4 SATA Target/Backplane, Red Color 0.5M BRAND : CableCreation, CableCreation Mini SAS 36Pin (SFF-8087) Male to 4 SATA 7Pin female Cable;Dataset_2024
Servicio;HP 408767-001 Hp Mini Sas Cable - 407339-B21, 407344-003 BRAND : HP, HP 408767-001 Hp Mini Sas Cable - 407339-B21;Dataset_2024
Servicio;Cable Matters Internal Mini-SAS to 4x SATA Forward Breakout Cable 3.3 Feet BRAND : Cable Matters, Cable Matters Internal Mini-SAS to 4x SATA Forward Breakout Cable 3.3 Feet;Dataset_2024
Servicio;CableCreation 3.3FT External HD Mini SAS SFF-8644 to SFF-8644 cable 1M Black BRAND : CableCreation, CableCreation 3.3FT External HD Mini SAS SFF-8644 to SFF-8644 cable;Dataset_2024
Servicio;CableCreation Internal HD Mini SAS (SFF-8643 Host) - 4x SATA (Target) Cable,SFF-8643 to 4x SATA Cable, 0.5M, SFF-8643 for Controller, 4 Sata Connect to hard drive BRAND : CableCreation, CableCreation Internal HD Mini SAS (SFF-8643 Host) - 4x SATA (Target) Cable;Dataset_2024
Servicio;Portronics POR 539 2.4A Adapter with Micro USB Cable (White) Portronics 2.4A portable USB adapter comes with in-built Micro USB cable of 1m. It is compatible with your Smartphone and is your perfect companion in providing your Smartphone with required charging. Power up your Smartphone anywhere, anytime with Portronics 2.4A portable USB adapter comes with in-built Micro USB cable of 1m. It is compatible with your Smartphone and is your perfect companion in providing your Smartphone with required charging.;Dataset_2024
Servicio;Monoprice HPDB50 M/DB25 M SCSI Cable _ Molded - 6ft BRAND : Monoprice, Monoprice 100749 6-Feet HPDB50 M/DB25 M SCSI Cable Molded (100749);Dataset_2024
Servicio;"PC Hardware in a Nutshell 2e (Nutshell Handbook) About the Author Barbara Fritchman Thompson is the vice president and senior researcher for Triad Technology Group, Inc. She has a master's in library science from George Peabody College, and worked for twenty years as a librarian before starting her own research consulting practice. She currently works at home, writing books and reviewing web sites for Library Journal and Electronic Resources Review. She is a Winston-Salem native, and lives with her husband Bob and their three Border Collie dogs, Kerry, Duncan, and Malcolm. With 25 years of industry experience, Bob Thompson was one of the first Novell Master CNEs, and has been immersed in Windows NT Server 4.0 since it was in alpha. Bob has written or contributed to several computer networking books, including Special Edition Using Windows NT Server 4; Special Edition Using Microsoft BackOffice; Windows Magazine Windows NT Workstation 4.0 Internet and Networking Handbook; and Upgrading and Repairing Networks, all for Que Corporation. Bob is the president of Triad Technology Group, Inc., a Winston-Salem, NC, network consulting practice.";Dataset_2024
Servicio;IO Crest SY-PCI40010 PCI RAID Host Controller Card Brings new life to any old desktop PC. Connects up to 4 SATA II high speed SATA hard disk drives. Supports Windows 8 and Server 2012;Dataset_2024
Servicio;Cadyce CA-US9 USB to Serial Converter (White) USB to serial (RS-232) converter with supports for Mac OS.;Dataset_2024
Servicio;ElectroBot USB to RS-232 DB9 Male Serial Cable 3 Feet Computer to Serial Adapter Connect a device with RS-232 to a computer with a USB 2.0 or 3.0 Type A port. OS Compatibility - Windows 10/8/7/Vista/XP//2000 (Windows 7,8,10 should auto detect and install the drivers) - macOS X 10.6 and above (Both computer and device must support macOS) - Linux kernels 2.4.31 and later Check the DB9 port on your device Devices with fixed hex screws may require a DB9 Mini Gender changer or serial cable with adjustable screws (sold separately). A Null Modem Adapter (sold separately) is required to directly connect two computers Important Note This is NOT a VGA cable The World of RS-232 Many types of equipment still require an RS-232 connection for programming. Common examples include a CNC machine, GPS, telescope, Set-Top box, network switch, sewing machine and more. This cable supports a data transfer rate up to 225 Kbps. Drivers Included for Most Applications The Prolific drivers for the latest PL2303 chipset are included in the package on the CD. They are also available from the Cable Matters website. Some equipment requires proprietary software in order to communicate with your computer. Check with the manufacturer of your equipment.;Dataset_2024
Servicio;RiaTech 9-Pin DB9 Serial RS232 Port to RJ45 Cat5 Ethernet LAN Rollover Console Cable Switch Line;Dataset_2024
Servicio;USB to RS232 Serial DB9 9Pin Port Converter Cable Lead for XP Win 7 8 Note: It does not work for Win7 win8 Vista 64bit system. It does work for Win7 win8 Vista 32bit system;Dataset_2024
Servicio;xcluma USB to TTL Serial Cable Debugger for Raspberry Pi Beaglebone Cubietruck Pl-2303hx USB to serial controller adoptedapproximately 1m long cable 4 connecting wires, 2. 54mm pitch type. Red= 5v, black= gnd, white= rxd, green= txdsupports baud rate from 75 to 128000 support win 98 or above (win 7 64-bit supported), mac os x or above, linux.;Dataset_2024
Servicio;Storite 9 Pin Serial Male to Female Extension Cable Lead DB9 RS232 Serial, Gray;Dataset_2024
Servicio;"Moelissa USB To Serial Converter ""This USB to Serial converter allows you to connect a serial device such as a modem to a USB port on your Desktop or Laptop PC. USB 1.1 Specifications RS-232 serial interface Supports data rate up to 6 Mbps Detects USB suspend condition Compliant with Windows 8, Windows 7, Vista, XP, 2000, ME, 98SE and Mac OS 10.1~10.7 Install as a standard Windows COM port, full RS-232 modem control signals, RS-232 data signals; TxD, RxD, RTS, CTS, DSR, DTR, DCD, RI, GND Provides dual buffers for upstream and downstream data transfer Supports automatic handshake mode Powered by USB port, no external power adapter required. Easy Plug and Play installation 2-years limited warranty "" "" Interface USB 1.1 Type A RS-232 (9-pin) male Supported OS Windows 8 (32/64-bit), Windows 7 (32/64-bit), Vista (32/64-bit), XP (32/64-bit), 2000, ME, 98SE Mac OS 10.1~10.7 Cable Length 60 cm (24 inches) Cable Gauge 28/24 AWG Data Rate 6 Mbps Power Consumption 500 mA (max) Weight 40 g (1.4 oz) Temperature Operating: 0° ~ 40° C (32° ~ 104° F) System: -10° ~ 45° C (14° ~ 113° F) Humidity Max 85% (non-condensing) Certifications CE, FCC";Dataset_2024
Servicio;"rts USB to RS232 RS-232 Serial DB9 9 Pin Cable Converter Adapter(Black) Brand : Rts (Radhey Techno Services)  Colour :  Black  Warranty :  2 Year Warranty with Rts (Radhey Techno Services)  Compatibility:   Works with devices with RS-232 serial ports like: other PCs with RS-232 ports, Bluetooth serial adapters, PDAs, GPS receivers, routers, firewalls, modems, printers, embedded character displays, scan tools, sonar units, embedded boards. Specific devices include: Garmin eTrex GPS, Seiko Label Printer, iRobot Create, Cisco products with serial consoles, US Robotics Modems, NexStar telescopes, Equus Scan Tools, Uniden Hand Held Scanners. Works with software like: HyperTerminal, TeraTerm, WinDBG, all open source serial software on Linux.  Connector compatibility note:   The DB9 connector has fixed female side screw in connections. For connecting to a device that also has fixed female side connectors an inexpensive DB9 Female/Female Mini Gender Changer (Coupler) will be needed.  Features:   Provides the connection between USB and the traditional RS-232 serial port  Works with cellular phones, PDA, digital cameras, modems, and others  Supports the RS-232 serial interface (standard 9-pin serial)  Supports automatic handshake mode  USB full speed communication and bus-powered  Single cable USB to serial communication  Easy installation   System requirements:   Mac OS 9.1 & higher  Windows 98SE /ME /2000 /XP /Vista /7/8/8.1/10  Microsoft signed drivers for 32/64-bit Windows10, Windows 8.1, Windows 8, Windows 7  Vista; Mac OS X 10.6 and later  Linux 2.4 or above  open source drivers included in Linux kernel 2.4.31 and later";Dataset_2024
Servicio;BAFO Technologies USB To Serial Adapter Cable Type USB 1. 1 Specification USB Full-Speed (12Mbps) Bus Powered True Bidirectional. Fast file transfer.;Dataset_2024
Servicio;AmazonBasics USB 2.0 Cable - A-Male to B-Male - 6 Feet (1.8 Meters),Black Size name:6 Feet   The AmazonBasics USB 2.0 A-Male to B-Male Cable with Gold-Plated Connectors gives you full performance with many USB devices.;Dataset_2024
Servicio;AmazonBasics Double Braided Nylon USB A to Lightning Compatible Cable - Apple MFi Certified - Dark Grey (3 Feet/0.9 Meters);Dataset_2024
Servicio;boAt Rugged V3 Braided Micro USB Cable (Ivy Green) Colour:Ivy Green   The boAt lifestyle rugged Micro USB cables are really rugged and made to be compatible with your all micro USB devices. No warning message, works the same as the cable you get with your device. Connects to your Smartphones, Mp3 Players or other micro USB supported devices and charges or syncs by connecting the USB connector into your wall charger or computer. Fully supports data sync and battery re-charging for any micro USB device. No need to wrap, the cable design makes them tangle free. Choose your style to charge in. Plug it in, plug into Nirvana.;Dataset_2024
Servicio;AmazonBasics Micro USB Charging Cable for Android Phones (6 Feet, Black) Size name:6 Feet                                                                                 |                            Style name:Pack of 1   AmazonBasics Micro USB Charging Cable for Android Phones (6 Feet, Black);Dataset_2024
Servicio;AmazonBasics Micro USB Charging Cable for Android Phones (3 Feet, Black) Size name:3 Feet                                                                                 |                            Style name:Pack of 1   AmazonBasics Micro USB Charging Cable for Android Phones (3 Feet, Black);Dataset_2024
Servicio;AmazonBasics Micro USB Charging Cable for Android Phones (3 Feet, Black) - 3 Pack Size name:3 Feet                                                                                 |                            Style name:Pack of 3   AmazonBasics Micro USB Charging Cable for Android Phones (3 Feet, Black) - 3 Pack;Dataset_2024
Servicio;AmazonBasics Micro USB Charging Cable for Android Phones (6 Feet, Black) Size name:6 Feet                                                                                 |                            Style name:Pack of 1   AmazonBasics Micro USB Charging Cable for Android Phones (6 Feet, Black);Dataset_2024
Servicio;boAt Rugged V3 Braided Micro USB Cable (Mystic Purple) Colour:Mystic Purple   The boAt lifestyle rugged Micro USB cables are really rugged and made to be compatible with your all micro USB devices. No warning message, works the same as the cable you get with your device. Connects to your Smartphones, Mp3 Players or other micro USB supported devices and charges or syncs by connecting the USB connector into your wall charger or computer. Fully supports data sync and battery re-charging for any micro USB device. No need to wrap, the cable design makes them tangle free. Choose your style to charge in. Plug it in, plug into Nirvana.;Dataset_2024
Servicio;boAt Rugged V3 Braided Micro USB Cable (Molten Orange) Colour:Molten Orange   The boAt lifestyle rugged Micro USB cables are really rugged and made to be compatible with your all micro USB devices. No warning message, works the same as the cable you get with your device. Connects to your Smartphones, Mp3 Players or other micro USB supported devices and charges or syncs by connecting the USB connector into your wall charger or computer. Fully supports data sync and battery re-charging for any micro USB device. No need to wrap, the cable design makes them tangle free. Choose your style to charge in. Plug it in, plug into Nirvana.;Dataset_2024
Servicio;AmazonBasics 6-Feet VGA to VGA Cable An Amazon Brand.;Dataset_2024
Servicio;Neon 15Pin Male To Male VGA Cable 1.5Meter Lead For PC, Monitor, TV, LCD, Plasma, Projector, TFT (White) Size name:1.5 Meter   Vega cable adapter from the house of Neon is compatible with PC or laptop to the projector, led monitor and other video display system through vagal connections. The 24k gold plated connecter resists corrosion and ensures an optimum connection for maximum signal transfer. Comes with high pure oxygen free cooper conductor for maximum conductivity and reliability. Sync your device with your PC to transfer music, videos and files.;Dataset_2024
Servicio;SAFEBUY VGA to VGA 3 m Cable (Black) Size name:3 M   SAFEBUY Color: Black Perfect Signal Transmission: A handy add-on to enhance your media viewing experience, the 15 pin Male to male VGA cable will serve its purpose. Compatible with PC monitors, TVs, LCDs, LEDs, the 1.5M cable supports screen sizes up to 72 inches. Built with sturdy materials, male VGA cable provides good signal transmission. Shielded with nickel from inside the cable, it provides distortion-free connectivity too. The adapter cable is resistant to rust and abrasion and provides hassle-free functionality for an extended period of time. Robust, Rust- and Corrosion-resistant Design: The 3 meter Male to male VGA cable is wrapped in black PVC cable, which provides efficient insulation and also reduces the interference from other signals enabling you to enjoy the performance at all times. This VGA monitor cable also accommodates three coaxial conductors for RGB signal to amplify image and colour. Additionally, the Male to male VGA adapter cable is also RoHS certified. The simple and robust cable is a great choice for using at home, in classrooms or offices due to its components and enhanced design. Compatible with: Computer monitors, televisions, LEDs, LCDs Perfect signal transmission Zero distortion Rust- and corrosion-resistant Enhanced image and colours RoHS certified Cable Length: 3m Warranty: 1 Year Warranty with SAFEBUY agianst any manufacuring defect.;Dataset_2024
Servicio;Terabyte 10024N VGA Cable (Multicolor) Terabyte VGA Cable Male To Male HD15 PIN 4.5 Feet or 1.5 Meter for Computer Monitor, Projector, PC, TV Cord - Black.;Dataset_2024
Servicio;AmazonBasics 10-Feet VGA to VGA Cable An Amazon Brand.;Dataset_2024
Servicio;ORC 15 Pin Male To Male Vga Cable 1.5 M The 1. 5 meter male to male VGA cable is wrapped in black PVC cable, which provides efficient insulation and also reduces the interference from other signals enabling you to enjoy performance at all times. This VGA monitor cable also accommodates three coaxial conductors for RGB signal to amplify image and colour. Additionally, the male to male VGA adapter cable is also RoHS certified. The simple and robust cable is a great choice for using at home, in classrooms or offices due to its components and enhanced design. Colour: Black Compatible with: Computer monitors, televisions, LEDs, LCDs Perfect signal transmission Zero distortion Rust- and corrosion-resistant Enhanced image and colours RoHS certified Cable Length: 1. 5m.;Dataset_2024
Servicio;AmazonBasics HDMI Input to DVI Output (Not VGA) Adapter Cable, 3 Feet,Black;Dataset_2024
Servicio;Sheen VGA Cable 15 Meter VGA cable( Computer ), A type 15pin male -A type 15PIN male. VGA video cable is used to connect a VGA or SVGA card or monitor to each other or to a data switch. Both ends are a high-density 3-row male 15-pin D-sub connector. Cable is made of 75ohms mini coax video wire, using individually shielded coaxial wire. This male VGA to male VGA cable is designed for connecting video card outputs to monitors directly · Most modern flat panel displays require this type of cable.;Dataset_2024
Servicio;SAFEBUY VGA to VGA 3 m Cable (Black) Size name:3 M   SAFEBUY Color: Black Perfect Signal Transmission: A handy add-on to enhance your media viewing experience, the 15 pin Male to male VGA cable will serve its purpose. Compatible with PC monitors, TVs, LCDs, LEDs, the 1.5M cable supports screen sizes up to 72 inches. Built with sturdy materials, male VGA cable provides good signal transmission. Shielded with nickel from inside the cable, it provides distortion-free connectivity too. The adapter cable is resistant to rust and abrasion and provides hassle-free functionality for an extended period of time. Robust, Rust- and Corrosion-resistant Design: The 3 meter Male to male VGA cable is wrapped in black PVC cable, which provides efficient insulation and also reduces the interference from other signals enabling you to enjoy the performance at all times. This VGA monitor cable also accommodates three coaxial conductors for RGB signal to amplify image and colour. Additionally, the Male to male VGA adapter cable is also RoHS certified. The simple and robust cable is a great choice for using at home, in classrooms or offices due to its components and enhanced design. Compatible with: Computer monitors, televisions, LEDs, LCDs Perfect signal transmission Zero distortion Rust- and corrosion-resistant Enhanced image and colours RoHS certified Cable Length: 3m Warranty: 1 Year Warranty with SAFEBUY agianst any manufacuring defect.;Dataset_2024
Servicio;ADNET USB 2.0 High Speed Hub 4 Port AD-811B These are plug and play installation. If laptop or desktop does not have admin rights then drivers will not get installed automatically and further USB device will not work but with out driver the ports will give power supply which will work as USB charger. Product Size - 10cm x 3.5cm x 2cm Cable length - 40cm Product weight - 36g;Dataset_2024
Servicio;Mahoyo Single Hand Keyboard, K2 Single Hand 7 Color Backlight 38 Keys Gaming Keyboard Wrist Rest Keypad K2 Single Hand 7 Color Backlight 38 Keys Gaming Keyboard Wrist Rest Keypad for PUBG PC Laptop PC Notebook Feature: 1. LOL, for PUBG and other game keys layout, fit the player's game operation, and also suitable for notebook, desktop and even mobile phones. 2. Support 31 key customization, including 5 independent macro definition. 3. Wide keyboard silicone hand bracket, add anti-skid design, not easy to sweat, so that you can your games. 4. Seven-color phantom breathing lights can be adjusted according to their favorite colors. 5. 27-key non-impact design, control the overall situation, trigger the game, press multiple keys at a time will not appear key conflicts.  6. In the test of precision and speed of electronic competition, it is a reliable help to win quickly. 7. Tab + F5, when breathing or constant light automatically switch to a certain color, press this combination key, lock the color, then press the combination key, and the color can switch freely. Specification: Key number: 38 key Key stroke: 2.0mm Button strength: 50±5g Lamp effect: seven color breathing lamp Rated voltage: DC 5V Compatible system: Windows XP/Vista/7/8/10 Color: Black Size: about 244.65x188.71x38.56mm/9.63x7.42x1.51'' Note:  Please allow 1-3cm differs due to manual measurement. Due to the different display and different light, the picture may not show the actual color of the item. Thanks for your understanding.Package included:1 x Single Hand Keyboard;Dataset_2024
Servicio;Childplaymate SATA Expansion Card 1 to 5 Port SATA3.0 Motherboard 6Gbps Riser Card HUB SATA Expansion Card 1 to 5 Port SATA3.0 Controller Card Motherboard 6Gbps Multiplier SATA Port Riser Card Adapter for HDD Computer Feature: 1. Supports 6-port 6.0Gbps SATA III interface 2. Output swing control and automatic impedance calibration for SATA III PHY. 3. Supports asynchronous signal recovery. 4. Supports spread spectrum clocking. 5. Supports partial / slumber power saving mode. 6. Automatically speed negotiation. 7. Supports BIST and loopback mode. 8. Supports staggered spin-up (Optional). 9. Supports Hot-Plug. 10. Supports asynchronous notification. 11. Supports ATAPI drives. 12. Supports command-based and FIS-based swit. Compliance: 1. Compliant with Serial ATA Port Multiplier Spec. Revision 1.2 2. Compliant with Serial ATA Port Selector Spec. Revision 1.0 3. Compliant with Serial ATA PHY Electrical Spec. Revision 1.0 4. Compliant with Serial ATA High Speed Serialized AT Attachment Spec. Revision 3.1  Specification: Product model: ADP6ST0-J05 Product master control: JMICRON JMB575 Product packaging: cowhide box Product interface: SATA 7PIN Support systems: WINXP, WIN7, WIN8, WIN10 Connection mode: Plug in the SATA power supply and input the SATA line into the motherboard or expansion card. Warm Tips: 1. This extension card must support the PM (SATA PORT MULTIPLIER) function of the motherboard or the extension card to recognize 5 hard disks. 2. The main motherboard SATA does not support this function. If it is not supported, only one card can be recognized. 3. You must plug in the SATA or DC2.5 power supply to the expansion card. Note: Please allow slight size differs due to manual measurement. Due to the different display and different light, the picture may not show the actual color of the item. Thanks for your understand. Package included:1 x SATA Expansion Card 1 x USB-DC Power Cable;Dataset_2024
